name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
ar1_rho0p5_p1000_n3000_k30_A5p0,0,3000,1000,ar1,0.5,30,5.0,Knockoff+,38,27,11,0.2894736842105263,0.9,0.04723425947328549,0.18421052631578946,56,27,29,0.5178571428571429,0.9,27,22,5,0.18518518518518517,0.7333333333333333,982,30,952,0.9694501018329938,1.0,38,442,1019,1496811569
ar1_rho0p5_p1000_n3000_k30_A5p0,1,3000,1000,ar1,0.5,30,5.0,Knockoff+,30,27,3,0.1,0.9,0.06137086435529524,0.2,73,29,44,0.6027397260273972,0.9666666666666667,34,27,7,0.20588235294117646,0.9,978,30,948,0.9693251533742331,1.0,30,438,1020,1037062526
ar1_rho0p5_p1000_n3000_k30_A5p0,2,3000,1000,ar1,0.5,30,5.0,Knockoff+,31,28,3,0.0967741935483871,0.9333333333333333,0.059738331207038524,0.1935483870967742,85,29,56,0.6588235294117647,0.9666666666666667,32,25,7,0.21875,0.8333333333333334,988,30,958,0.9696356275303644,1.0,31,454,1021,2072816697
ar1_rho0p5_p1000_n3000_k30_A5p0,3,3000,1000,ar1,0.5,30,5.0,Knockoff+,40,30,10,0.25,1.0,0.04769881022096721,0.2,76,30,46,0.6052631578947368,1.0,44,26,18,0.4090909090909091,0.8666666666666667,989,30,959,0.9696663296258847,1.0,40,449,1022,1965328051
ar1_rho0p5_p1000_n3000_k30_A5p0,4,3000,1000,ar1,0.5,30,5.0,Knockoff+,32,28,4,0.125,0.9333333333333333,0.052295202872199485,0.1875,74,28,46,0.6216216216216216,0.9333333333333333,27,22,5,0.18518518518518517,0.7333333333333333,975,30,945,0.9692307692307692,1.0,32,446,1023,1833765991
ar1_rho0p5_p1000_n3000_k30_A5p0,5,3000,1000,ar1,0.5,30,5.0,Knockoff+,30,28,2,0.06666666666666667,0.9333333333333333,0.05868524619290817,0.2,81,30,51,0.6296296296296297,1.0,39,28,11,0.28205128205128205,0.9333333333333333,980,30,950,0.9693877551020408,1.0,30,447,1024,1981368384
ar1_rho0p5_p1000_n3000_k30_A5p0,6,3000,1000,ar1,0.5,30,5.0,Knockoff+,33,26,7,0.21212121212121213,0.8666666666666667,0.053880108996587,0.18181818181818182,82,28,54,0.6585365853658537,0.9333333333333333,46,26,20,0.43478260869565216,0.8666666666666667,982,30,952,0.9694501018329938,1.0,33,435,1025,1001841501
ar1_rho0p5_p1000_n3000_k30_A5p0,7,3000,1000,ar1,0.5,30,5.0,Knockoff+,25,22,3,0.12,0.7333333333333333,0.06383723166058443,0.2,71,28,43,0.6056338028169014,0.9333333333333333,36,24,12,0.3333333333333333,0.8,982,30,952,0.9694501018329938,1.0,25,444,1026,1663451960
ar1_rho0p5_p1000_n3000_k30_A5p0,8,3000,1000,ar1,0.5,30,5.0,Knockoff+,42,28,14,0.3333333333333333,0.9333333333333333,0.04490488364039351,0.19047619047619047,64,28,36,0.5625,0.9333333333333333,33,25,8,0.24242424242424243,0.8333333333333334,973,30,943,0.9691675231243576,1.0,42,460,1027,1927432640
ar1_rho0p5_p1000_n3000_k30_A5p0,9,3000,1000,ar1,0.5,30,5.0,Knockoff+,26,22,4,0.15384615384615385,0.7333333333333333,0.06962984515459027,0.19230769230769232,73,26,47,0.6438356164383562,0.8666666666666667,37,23,14,0.3783783783783784,0.7666666666666667,991,30,961,0.9697275479313825,1.0,26,443,1028,1911539461
ar1_rho0p5_p1000_n3000_k30_A5p0,10,3000,1000,ar1,0.5,30,5.0,Knockoff+,35,27,8,0.22857142857142856,0.9,0.051701967675483254,0.2,55,29,26,0.4727272727272727,0.9666666666666667,30,24,6,0.2,0.8,975,30,945,0.9692307692307692,1.0,35,454,1029,1319723531
ar1_rho0p5_p1000_n3000_k30_A5p0,11,3000,1000,ar1,0.5,30,5.0,Knockoff+,29,27,2,0.06896551724137931,0.9,0.05669094417337434,0.1724137931034483,55,30,25,0.45454545454545453,1.0,27,22,5,0.18518518518518517,0.7333333333333333,987,30,957,0.9696048632218845,1.0,29,446,1030,1109980484
ar1_rho0p5_p1000_n3000_k30_A5p0,12,3000,1000,ar1,0.5,30,5.0,Knockoff+,35,27,8,0.22857142857142856,0.9,0.05048627793002403,0.2,56,26,30,0.5357142857142857,0.8666666666666667,37,25,12,0.32432432432432434,0.8333333333333334,988,30,958,0.9696356275303644,1.0,35,442,1031,1891370037
ar1_rho0p5_p1000_n3000_k30_A5p0,13,3000,1000,ar1,0.5,30,5.0,Knockoff+,38,27,11,0.2894736842105263,0.9,0.053445921064915115,0.18421052631578946,76,28,48,0.631578947368421,0.9333333333333333,45,27,18,0.4,0.9,978,30,948,0.9693251533742331,1.0,38,445,1032,497408566
ar1_rho0p5_p1000_n3000_k30_A5p0,14,3000,1000,ar1,0.5,30,5.0,Knockoff+,28,26,2,0.07142857142857142,0.8666666666666667,0.0625682551085002,0.17857142857142858,74,30,44,0.5945945945945946,1.0,32,26,6,0.1875,0.8666666666666667,984,30,954,0.9695121951219512,1.0,28,442,1033,1063940538
ar1_rho0p5_p1000_n3000_k30_A5p0,15,3000,1000,ar1,0.5,30,5.0,Knockoff+,35,29,6,0.17142857142857143,0.9666666666666667,0.053424258680429146,0.2,83,30,53,0.6385542168674698,1.0,35,24,11,0.3142857142857143,0.8,988,30,958,0.9696356275303644,1.0,35,446,1034,1993893427
ar1_rho0p5_p1000_n3000_k30_A5p0,16,3000,1000,ar1,0.5,30,5.0,Knockoff+,22,20,2,0.09090909090909091,0.6666666666666666,0.058904715443449905,0.18181818181818182,73,25,48,0.6575342465753424,0.8333333333333334,35,21,14,0.4,0.7,982,30,952,0.9694501018329938,1.0,22,457,1035,1152833301
ar1_rho0p5_p1000_n3000_k30_A5p0,17,3000,1000,ar1,0.5,30,5.0,Knockoff+,26,23,3,0.11538461538461539,0.7666666666666667,0.06122857916523046,0.19230769230769232,65,27,38,0.5846153846153846,0.9,33,20,13,0.3939393939393939,0.6666666666666666,977,30,947,0.9692937563971341,1.0,26,451,1036,476256779
