name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
iid_p1000_n3000_k30_A5p0,0,3000,1000,iid,,30,5.0,Knockoff+,36,29,7,0.19444444444444445,0.9666666666666667,0.049347895958290776,0.19444444444444445,36,29,7,0.19444444444444445,0.9666666666666667,26,25,1,0.038461538461538464,0.8333333333333334,981,30,951,0.9694189602446484,1.0,36,443,1019,1496811569
iid_p1000_n3000_k30_A5p0,1,3000,1000,iid,,30,5.0,Knockoff+,34,29,5,0.14705882352941177,0.9666666666666667,0.05138526293609675,0.17647058823529413,37,29,8,0.21621621621621623,0.9666666666666667,28,28,0,0.0,0.9333333333333333,984,30,954,0.9695121951219512,1.0,34,437,1020,1037062526
iid_p1000_n3000_k30_A5p0,2,3000,1000,iid,,30,5.0,Knockoff+,30,28,2,0.06666666666666667,0.9333333333333333,0.05659183078790332,0.2,35,28,7,0.2,0.9333333333333333,27,26,1,0.037037037037037035,0.8666666666666667,984,30,954,0.9695121951219512,1.0,30,442,1021,2072816697
iid_p1000_n3000_k30_A5p0,3,3000,1000,iid,,30,5.0,Knockoff+,35,29,6,0.17142857142857143,0.9666666666666667,0.0518758907275659,0.2,33,29,4,0.12121212121212122,0.9666666666666667,28,27,1,0.03571428571428571,0.9,983,30,953,0.9694811800610377,1.0,35,448,1022,1965328051
iid_p1000_n3000_k30_A5p0,4,3000,1000,iid,,30,5.0,Knockoff+,37,30,7,0.1891891891891892,1.0,0.0536641248935677,0.1891891891891892,36,28,8,0.2222222222222222,0.9333333333333333,26,26,0,0.0,0.8666666666666667,983,30,953,0.9694811800610377,1.0,37,435,1023,1833765991
iid_p1000_n3000_k30_A5p0,5,3000,1000,iid,,30,5.0,Knockoff+,34,30,4,0.11764705882352941,1.0,0.05196463713927654,0.17647058823529413,37,30,7,0.1891891891891892,1.0,29,27,2,0.06896551724137931,0.9,981,30,951,0.9694189602446484,1.0,34,436,1024,1981368384
iid_p1000_n3000_k30_A5p0,6,3000,1000,iid,,30,5.0,Knockoff+,36,28,8,0.2222222222222222,0.9333333333333333,0.04854165859895544,0.19444444444444445,33,27,6,0.18181818181818182,0.9,27,25,2,0.07407407407407407,0.8333333333333334,985,30,955,0.9695431472081218,1.0,36,449,1025,1001841501
iid_p1000_n3000_k30_A5p0,7,3000,1000,iid,,30,5.0,Knockoff+,43,29,14,0.32558139534883723,0.9666666666666667,0.04584022328965549,0.18604651162790697,41,29,12,0.2926829268292683,0.9666666666666667,26,25,1,0.038461538461538464,0.8333333333333334,975,30,945,0.9692307692307692,1.0,43,447,1026,1663451960
iid_p1000_n3000_k30_A5p0,8,3000,1000,iid,,30,5.0,Knockoff+,42,30,12,0.2857142857142857,1.0,0.046948899551142016,0.19047619047619047,35,29,6,0.17142857142857143,0.9666666666666667,28,27,1,0.03571428571428571,0.9,982,30,952,0.9694501018329938,1.0,42,456,1027,1927432640
iid_p1000_n3000_k30_A5p0,9,3000,1000,iid,,30,5.0,Knockoff+,37,29,8,0.21621621621621623,0.9666666666666667,0.05168041183027189,0.1891891891891892,39,28,11,0.28205128205128205,0.9333333333333333,22,22,0,0.0,0.7333333333333333,981,30,951,0.9694189602446484,1.0,37,438,1028,1911539461
iid_p1000_n3000_k30_A5p0,10,3000,1000,iid,,30,5.0,Knockoff+,31,29,2,0.06451612903225806,0.9666666666666667,0.053958450338143955,0.1935483870967742,33,29,4,0.12121212121212122,0.9666666666666667,26,25,1,0.038461538461538464,0.8333333333333334,980,30,950,0.9693877551020408,1.0,31,447,1029,1319723531
iid_p1000_n3000_k30_A5p0,11,3000,1000,iid,,30,5.0,Knockoff+,38,30,8,0.21052631578947367,1.0,0.04750786264720332,0.18421052631578946,35,30,5,0.14285714285714285,1.0,27,26,1,0.037037037037037035,0.8666666666666667,984,30,954,0.9695121951219512,1.0,38,450,1030,1109980484
