name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
iid_p1000_n3000_k30_A3p5,0,3000,1000,iid,,30,3.5,Knockoff+,29,22,7,0.2413793103448276,0.7333333333333333,0.04989914907213479,0.1724137931034483,21,18,3,0.14285714285714285,0.6,10,9,1,0.1,0.3,987,30,957,0.9696048632218845,1.0,29,444,1019,1496811569
iid_p1000_n3000_k30_A3p5,1,3000,1000,iid,,30,3.5,Knockoff+,21,18,3,0.14285714285714285,0.6,0.05273791794583148,0.19047619047619047,20,18,2,0.1,0.6,9,9,0,0.0,0.3,981,30,951,0.9694189602446484,1.0,21,437,1020,1037062526
iid_p1000_n3000_k30_A3p5,2,3000,1000,iid,,30,3.5,Knockoff+,15,14,1,0.06666666666666667,0.4666666666666667,0.06121098051862584,0.2,28,22,6,0.21428571428571427,0.7333333333333333,9,9,0,0.0,0.3,979,30,949,0.9693564862104188,1.0,15,443,1021,2072816697
iid_p1000_n3000_k30_A3p5,3,3000,1000,iid,,30,3.5,Knockoff+,25,22,3,0.12,0.7333333333333333,0.057413352339899186,0.2,27,24,3,0.1111111111111111,0.8,20,19,1,0.05,0.6333333333333333,979,30,949,0.9693564862104188,1.0,25,447,1022,1965328051
iid_p1000_n3000_k30_A3p5,4,3000,1000,iid,,30,3.5,Knockoff+,20,18,2,0.1,0.6,0.05930295240711523,0.2,30,21,9,0.3,0.7,12,12,0,0.0,0.4,983,30,953,0.9694811800610377,1.0,20,436,1023,1833765991
iid_p1000_n3000_k30_A3p5,5,3000,1000,iid,,30,3.5,Knockoff+,26,23,3,0.11538461538461539,0.7666666666666667,0.05489538047805362,0.19230769230769232,28,23,5,0.17857142857142858,0.7666666666666667,17,15,2,0.11764705882352941,0.5,976,30,946,0.9692622950819673,1.0,26,436,1024,1981368384
iid_p1000_n3000_k30_A3p5,6,3000,1000,iid,,30,3.5,Knockoff+,32,24,8,0.25,0.8,0.049409144599935464,0.1875,23,20,3,0.13043478260869565,0.6666666666666666,15,15,0,0.0,0.5,976,30,946,0.9692622950819673,1.0,32,449,1025,1001841501
iid_p1000_n3000_k30_A3p5,7,3000,1000,iid,,30,3.5,Knockoff+,25,20,5,0.2,0.6666666666666666,0.054585556936192575,0.2,28,20,8,0.2857142857142857,0.6666666666666666,11,11,0,0.0,0.36666666666666664,973,30,943,0.9691675231243576,1.0,25,446,1026,1663451960
iid_p1000_n3000_k30_A3p5,8,3000,1000,iid,,30,3.5,Knockoff+,29,21,8,0.27586206896551724,0.7,0.05011402316029856,0.1724137931034483,24,20,4,0.16666666666666666,0.6666666666666666,7,7,0,0.0,0.23333333333333334,985,30,955,0.9695431472081218,1.0,29,456,1027,1927432640
iid_p1000_n3000_k30_A3p5,9,3000,1000,iid,,30,3.5,Knockoff+,25,18,7,0.28,0.6,0.05354575359138776,0.2,28,19,9,0.32142857142857145,0.6333333333333333,10,10,0,0.0,0.3333333333333333,985,30,955,0.9695431472081218,1.0,25,440,1028,1911539461
iid_p1000_n3000_k30_A3p5,10,3000,1000,iid,,30,3.5,Knockoff+,16,15,1,0.0625,0.5,0.06004751442329945,0.1875,19,18,1,0.05263157894736842,0.6,13,13,0,0.0,0.43333333333333335,986,30,956,0.9695740365111561,1.0,16,447,1029,1319723531
iid_p1000_n3000_k30_A3p5,11,3000,1000,iid,,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,18,15,3,0.16666666666666666,0.5,4,4,0,0.0,0.13333333333333333,986,30,956,0.9695740365111561,1.0,0,450,1030,1109980484
iid_p1000_n3000_k30_A3p5,12,3000,1000,iid,,30,3.5,Knockoff+,25,20,5,0.2,0.6666666666666666,0.05189699097914241,0.2,22,19,3,0.13636363636363635,0.6333333333333333,11,11,0,0.0,0.36666666666666664,979,30,949,0.9693564862104188,1.0,25,444,1031,1891370037
iid_p1000_n3000_k30_A3p5,13,3000,1000,iid,,30,3.5,Knockoff+,12,12,0,0.0,0.4,0.06363887985617714,0.16666666666666666,24,17,7,0.2916666666666667,0.5666666666666667,3,3,0,0.0,0.1,980,30,950,0.9693877551020408,1.0,12,442,1032,497408566
iid_p1000_n3000_k30_A3p5,14,3000,1000,iid,,30,3.5,Knockoff+,30,20,10,0.3333333333333333,0.6666666666666666,0.05159016682307952,0.2,35,23,12,0.34285714285714286,0.7666666666666667,6,6,0,0.0,0.2,982,30,952,0.9694501018329938,1.0,30,443,1033,1063940538
iid_p1000_n3000_k30_A3p5,15,3000,1000,iid,,30,3.5,Knockoff+,22,19,3,0.13636363636363635,0.6333333333333333,0.055196241527170044,0.18181818181818182,24,20,4,0.16666666666666666,0.6666666666666666,13,12,1,0.07692307692307693,0.4,981,30,951,0.9694189602446484,1.0,22,434,1034,1993893427
