name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
ar1_rho0p5_p1000_n3000_k60_A3p5,0,3000,1000,ar1,0.5,60,3.5,Knockoff+,10,10,0,0.0,0.16666666666666666,0.07889077586328064,0.2,86,46,40,0.46511627906976744,0.7666666666666667,21,19,2,0.09523809523809523,0.31666666666666665,980,60,920,0.9387755102040817,1.0,10,454,1019,1496811569
ar1_rho0p5_p1000_n3000_k60_A3p5,1,3000,1000,ar1,0.5,60,3.5,Knockoff+,21,18,3,0.14285714285714285,0.3,0.07750117687243772,0.19047619047619047,120,49,71,0.5916666666666667,0.8166666666666667,41,28,13,0.3170731707317073,0.4666666666666667,985,60,925,0.9390862944162437,1.0,21,443,1020,1037062526
ar1_rho0p5_p1000_n3000_k60_A3p5,2,3000,1000,ar1,0.5,60,3.5,Knockoff+,0,0,0,0.0,0.0,,,82,40,42,0.5121951219512195,0.6666666666666666,37,29,8,0.21621621621621623,0.48333333333333334,987,60,927,0.939209726443769,1.0,0,446,1021,2072816697
ar1_rho0p5_p1000_n3000_k60_A3p5,3,3000,1000,ar1,0.5,60,3.5,Knockoff+,25,23,2,0.08,0.38333333333333336,0.07048121690543041,0.2,117,48,69,0.5897435897435898,0.8,35,28,7,0.2,0.4666666666666667,982,60,922,0.9389002036659878,1.0,25,438,1022,1965328051
ar1_rho0p5_p1000_n3000_k60_A3p5,4,3000,1000,ar1,0.5,60,3.5,Knockoff+,8,8,0,0.0,0.13333333333333333,0.08270441176472433,0.125,70,36,34,0.4857142857142857,0.6,18,13,5,0.2777777777777778,0.21666666666666667,979,60,919,0.9387129724208376,1.0,8,444,1023,1833765991
ar1_rho0p5_p1000_n3000_k60_A3p5,5,3000,1000,ar1,0.5,60,3.5,Knockoff+,30,24,6,0.2,0.4,0.06581421370767317,0.2,99,49,50,0.5050505050505051,0.8166666666666667,32,24,8,0.25,0.4,979,60,919,0.9387129724208376,1.0,30,435,1024,1981368384
ar1_rho0p5_p1000_n3000_k60_A3p5,6,3000,1000,ar1,0.5,60,3.5,Knockoff+,15,15,0,0.0,0.25,0.08174009730721618,0.2,107,50,57,0.5327102803738317,0.8333333333333334,33,25,8,0.24242424242424243,0.4166666666666667,987,60,927,0.939209726443769,1.0,15,431,1025,1001841501
ar1_rho0p5_p1000_n3000_k60_A3p5,7,3000,1000,ar1,0.5,60,3.5,Knockoff+,30,29,1,0.03333333333333333,0.48333333333333334,0.06522963186508916,0.2,93,51,42,0.45161290322580644,0.85,32,29,3,0.09375,0.48333333333333334,988,60,928,0.9392712550607287,1.0,30,437,1026,1663451960
ar1_rho0p5_p1000_n3000_k60_A3p5,8,3000,1000,ar1,0.5,60,3.5,Knockoff+,27,24,3,0.1111111111111111,0.4,0.06945996539071356,0.18518518518518517,97,48,49,0.5051546391752577,0.8,39,32,7,0.1794871794871795,0.5333333333333333,979,60,919,0.9387129724208376,1.0,27,455,1027,1927432640
ar1_rho0p5_p1000_n3000_k60_A3p5,9,3000,1000,ar1,0.5,60,3.5,Knockoff+,33,31,2,0.06060606060606061,0.5166666666666667,0.06127464977399895,0.18181818181818182,92,45,47,0.5108695652173914,0.75,36,25,11,0.3055555555555556,0.4166666666666667,989,60,929,0.9393326592517695,1.0,33,440,1028,1911539461
ar1_rho0p5_p1000_n3000_k60_A3p5,10,3000,1000,ar1,0.5,60,3.5,Knockoff+,36,31,5,0.1388888888888889,0.5166666666666667,0.06375043509263054,0.19444444444444445,82,47,35,0.4268292682926829,0.7833333333333333,39,32,7,0.1794871794871795,0.5333333333333333,986,59,927,0.9401622718052738,0.9833333333333333,36,445,1029,1319723531
ar1_rho0p5_p1000_n3000_k60_A3p5,11,3000,1000,ar1,0.5,60,3.5,Knockoff+,6,6,0,0.0,0.1,0.090833921052532,0.16666666666666666,97,51,46,0.4742268041237113,0.85,33,22,11,0.3333333333333333,0.36666666666666664,980,60,920,0.9387755102040817,1.0,6,445,1030,1109980484
ar1_rho0p5_p1000_n3000_k60_A3p5,12,3000,1000,ar1,0.5,60,3.5,Knockoff+,56,40,16,0.2857142857142857,0.6666666666666666,0.04971642689936695,0.19642857142857142,86,46,40,0.46511627906976744,0.7666666666666667,29,22,7,0.2413793103448276,0.36666666666666664,983,60,923,0.9389623601220752,1.0,56,444,1031,1891370037
ar1_rho0p5_p1000_n3000_k60_A3p5,13,3000,1000,ar1,0.5,60,3.5,Knockoff+,45,38,7,0.15555555555555556,0.6333333333333333,0.050559096748676535,0.2,78,41,37,0.47435897435897434,0.6833333333333333,30,23,7,0.23333333333333334,0.38333333333333336,985,60,925,0.9390862944162437,1.0,45,450,1032,497408566
