name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
ar1_rho0p9_p1000_n3000_k30_A3p5,0,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,259,24,235,0.9073359073359073,0.8,103,14,89,0.8640776699029126,0.4666666666666667,985,30,955,0.9695431472081218,1.0,0,440,1019,1496811569
ar1_rho0p9_p1000_n3000_k30_A3p5,1,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,411,23,388,0.9440389294403893,0.7666666666666667,208,17,191,0.9182692307692307,0.5666666666666667,982,29,953,0.9704684317718941,0.9666666666666667,0,433,1020,1037062526
ar1_rho0p9_p1000_n3000_k30_A3p5,2,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,268,20,248,0.9253731343283582,0.6666666666666666,129,15,114,0.8837209302325582,0.5,982,30,952,0.9694501018329938,1.0,0,430,1021,2072816697
ar1_rho0p9_p1000_n3000_k30_A3p5,3,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,313,26,287,0.9169329073482428,0.8666666666666667,165,20,145,0.8787878787878788,0.6666666666666666,986,30,956,0.9695740365111561,1.0,0,448,1022,1965328051
ar1_rho0p9_p1000_n3000_k30_A3p5,4,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,312,24,288,0.9230769230769231,0.8,132,15,117,0.8863636363636364,0.5,981,30,951,0.9694189602446484,1.0,0,424,1023,1833765991
ar1_rho0p9_p1000_n3000_k30_A3p5,5,3000,1000,ar1,0.9,30,3.5,Knockoff+,8,7,1,0.125,0.23333333333333334,0.08403801722874522,0.125,329,25,304,0.9240121580547113,0.8333333333333334,192,19,173,0.9010416666666666,0.6333333333333333,985,30,955,0.9695431472081218,1.0,8,430,1024,1981368384
ar1_rho0p9_p1000_n3000_k30_A3p5,6,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,286,23,263,0.9195804195804196,0.7666666666666667,120,16,104,0.8666666666666667,0.5333333333333333,986,30,956,0.9695740365111561,1.0,0,425,1025,1001841501
ar1_rho0p9_p1000_n3000_k30_A3p5,7,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,305,25,280,0.9180327868852459,0.8333333333333334,118,14,104,0.8813559322033898,0.4666666666666667,980,30,950,0.9693877551020408,1.0,0,436,1026,1663451960
ar1_rho0p9_p1000_n3000_k30_A3p5,8,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,216,20,196,0.9074074074074074,0.6666666666666666,93,12,81,0.8709677419354839,0.4,983,30,953,0.9694811800610377,1.0,0,459,1027,1927432640
ar1_rho0p9_p1000_n3000_k30_A3p5,9,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,258,19,239,0.9263565891472868,0.6333333333333333,129,13,116,0.8992248062015504,0.43333333333333335,979,30,949,0.9693564862104188,1.0,0,442,1028,1911539461
ar1_rho0p9_p1000_n3000_k30_A3p5,10,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,376,28,348,0.925531914893617,0.9333333333333333,111,18,93,0.8378378378378378,0.6,983,30,953,0.9694811800610377,1.0,0,444,1029,1319723531
ar1_rho0p9_p1000_n3000_k30_A3p5,11,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,226,20,206,0.911504424778761,0.6666666666666666,110,16,94,0.8545454545454545,0.5333333333333333,979,30,949,0.9693564862104188,1.0,0,445,1030,1109980484
ar1_rho0p9_p1000_n3000_k30_A3p5,12,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,251,22,229,0.9123505976095617,0.7333333333333333,71,10,61,0.8591549295774648,0.3333333333333333,984,30,954,0.9695121951219512,1.0,0,444,1031,1891370037
ar1_rho0p9_p1000_n3000_k30_A3p5,13,3000,1000,ar1,0.9,30,3.5,Knockoff+,5,2,3,0.6,0.06666666666666667,0.10812881524712813,0.2,359,26,333,0.9275766016713092,0.8666666666666667,172,22,150,0.872093023255814,0.7333333333333333,982,29,953,0.9704684317718941,0.9666666666666667,5,430,1032,497408566
ar1_rho0p9_p1000_n3000_k30_A3p5,14,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,405,28,377,0.9308641975308642,0.9333333333333333,129,20,109,0.8449612403100775,0.6666666666666666,974,30,944,0.9691991786447639,1.0,0,435,1033,1063940538
ar1_rho0p9_p1000_n3000_k30_A3p5,15,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,288,25,263,0.9131944444444444,0.8333333333333334,180,19,161,0.8944444444444445,0.6333333333333333,982,30,952,0.9694501018329938,1.0,0,432,1034,1993893427
ar1_rho0p9_p1000_n3000_k30_A3p5,16,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,284,20,264,0.9295774647887324,0.6666666666666666,163,16,147,0.901840490797546,0.5333333333333333,980,30,950,0.9693877551020408,1.0,0,437,1035,1152833301
ar1_rho0p9_p1000_n3000_k30_A3p5,17,3000,1000,ar1,0.9,30,3.5,Knockoff+,0,0,0,0.0,0.0,,,247,24,223,0.902834008097166,0.8,90,16,74,0.8222222222222222,0.5333333333333333,990,30,960,0.9696969696969697,1.0,0,430,1036,476256779
ar1_rho0p9_p1000_n3000_k30_A3p5,18,3000,1000,ar1,0.9,30,3.5,Knockoff+,7,5,2,0.2857142857142857,0.16666666666666666,0.08111680236751762,0.14285714285714285,251,19,232,0.9243027888446215,0.6333333333333333,93,12,81,0.8709677419354839,0.4,991,30,961,0.9697275479313825,1.0,7,438,1037,110581346
