name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
iid_p1000_n3000_k10_A5p0,0,3000,1000,iid,,10,5.0,Knockoff+,10,8,2,0.2,0.8,0.06016659804630929,0.2,13,9,4,0.3076923076923077,0.9,9,8,1,0.1111111111111111,0.8,979,10,969,0.9897854954034729,1.0,10,448,1019,1496811569
iid_p1000_n3000_k10_A5p0,1,3000,1000,iid,,10,5.0,Knockoff+,11,9,2,0.18181818181818182,0.9,0.05991453668328136,0.18181818181818182,14,9,5,0.35714285714285715,0.9,10,9,1,0.1,0.9,988,10,978,0.9898785425101214,1.0,11,444,1020,1037062526
iid_p1000_n3000_k10_A5p0,2,3000,1000,iid,,10,5.0,Knockoff+,0,0,0,0.0,0.0,,,11,10,1,0.09090909090909091,1.0,10,10,0,0.0,1.0,982,10,972,0.9898167006109979,1.0,0,443,1021,2072816697
iid_p1000_n3000_k10_A5p0,3,3000,1000,iid,,10,5.0,Knockoff+,12,9,3,0.25,0.9,0.06028292083303915,0.16666666666666666,12,9,3,0.25,0.9,9,9,0,0.0,0.9,984,10,974,0.9898373983739838,1.0,12,445,1022,1965328051
iid_p1000_n3000_k10_A5p0,4,3000,1000,iid,,10,5.0,Knockoff+,11,10,1,0.09090909090909091,1.0,0.060396340648337106,0.18181818181818182,12,10,2,0.16666666666666666,1.0,9,9,0,0.0,0.9,977,10,967,0.9897645854657113,1.0,11,438,1023,1833765991
iid_p1000_n3000_k10_A5p0,5,3000,1000,iid,,10,5.0,Knockoff+,12,10,2,0.16666666666666666,1.0,0.05854432692390959,0.16666666666666666,12,10,2,0.16666666666666666,1.0,9,8,1,0.1111111111111111,0.8,986,10,976,0.9898580121703854,1.0,12,435,1024,1981368384
iid_p1000_n3000_k10_A5p0,6,3000,1000,iid,,10,5.0,Knockoff+,0,0,0,0.0,0.0,,,11,9,2,0.18181818181818182,0.9,7,7,0,0.0,0.7,990,10,980,0.98989898989899,1.0,0,445,1025,1001841501
iid_p1000_n3000_k10_A5p0,7,3000,1000,iid,,10,5.0,Knockoff+,13,10,3,0.23076923076923078,1.0,0.05882652107203733,0.15384615384615385,14,10,4,0.2857142857142857,1.0,10,10,0,0.0,1.0,983,10,973,0.9898270600203459,1.0,13,448,1026,1663451960
iid_p1000_n3000_k10_A5p0,8,3000,1000,iid,,10,5.0,Knockoff+,10,10,0,0.0,1.0,0.06327298252160583,0.2,13,10,3,0.23076923076923078,1.0,8,8,0,0.0,0.8,974,10,964,0.9897330595482546,1.0,10,456,1027,1927432640
iid_p1000_n3000_k10_A5p0,9,3000,1000,iid,,10,5.0,Knockoff+,11,10,1,0.09090909090909091,1.0,0.056102417203237984,0.18181818181818182,11,10,1,0.09090909090909091,1.0,11,10,1,0.09090909090909091,1.0,984,10,974,0.9898373983739838,1.0,11,446,1028,1911539461
