name,trial,n,p,mode,rho,k_true,A,method,R_kn,TP_kn,V_kn,FDP_kn,Power_kn,T_kn,FDPhat_kn,R_bh,TP_bh,V_bh,FDP_bh,Power_bh,R_by,TP_by,V_by,FDP_by,Power_by,R_bw,TP_bw,V_bw,FDP_bw,Power_bw,n_pos,w_nonzero,seed_dataset,seed_knockoff
ar1_rho0p9_p1000_n3000_k10_A2p5,0,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,38,6,32,0.8421052631578947,0.6,7,1,6,0.8571428571428571,0.1,984,10,974,0.9898373983739838,1.0,0,440,1019,1496811569
ar1_rho0p9_p1000_n3000_k10_A2p5,1,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,25,2,23,0.92,0.2,0,0,0,0.0,0.0,984,10,974,0.9898373983739838,1.0,0,434,1020,1037062526
ar1_rho0p9_p1000_n3000_k10_A2p5,2,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,52,6,46,0.8846153846153846,0.6,0,0,0,0.0,0.0,980,10,970,0.9897959183673469,1.0,0,445,1021,2072816697
ar1_rho0p9_p1000_n3000_k10_A2p5,3,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,11,2,9,0.8181818181818182,0.2,7,0,7,1.0,0.0,984,10,974,0.9898373983739838,1.0,0,450,1022,1965328051
ar1_rho0p9_p1000_n3000_k10_A2p5,4,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0,0,0,0.0,0.0,976,10,966,0.9897540983606558,1.0,0,432,1023,1833765991
ar1_rho0p9_p1000_n3000_k10_A2p5,5,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,39,3,36,0.9230769230769231,0.3,12,2,10,0.8333333333333334,0.2,973,10,963,0.9897225077081192,1.0,0,442,1024,1981368384
ar1_rho0p9_p1000_n3000_k10_A2p5,6,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,62,4,58,0.9354838709677419,0.4,12,0,12,1.0,0.0,979,10,969,0.9897854954034729,1.0,0,431,1025,1001841501
ar1_rho0p9_p1000_n3000_k10_A2p5,7,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,4,1,3,0.75,0.1,0,0,0,0.0,0.0,983,9,974,0.9908443540183113,0.9,0,439,1026,1663451960
ar1_rho0p9_p1000_n3000_k10_A2p5,8,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,70,7,63,0.9,0.7,11,3,8,0.7272727272727273,0.3,985,10,975,0.9898477157360406,1.0,0,454,1027,1927432640
ar1_rho0p9_p1000_n3000_k10_A2p5,9,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,10,1,9,0.9,0.1,0,0,0,0.0,0.0,982,10,972,0.9898167006109979,1.0,0,446,1028,1911539461
ar1_rho0p9_p1000_n3000_k10_A2p5,10,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,101,8,93,0.9207920792079208,0.8,15,1,14,0.9333333333333333,0.1,976,10,966,0.9897540983606558,1.0,0,452,1029,1319723531
ar1_rho0p9_p1000_n3000_k10_A2p5,11,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,20,4,16,0.8,0.4,0,0,0,0.0,0.0,990,10,980,0.98989898989899,1.0,0,427,1030,1109980484
ar1_rho0p9_p1000_n3000_k10_A2p5,12,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,7,1,6,0.8571428571428571,0.1,0,0,0,0.0,0.0,985,10,975,0.9898477157360406,1.0,0,444,1031,1891370037
ar1_rho0p9_p1000_n3000_k10_A2p5,13,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,22,1,21,0.9545454545454546,0.1,0,0,0,0.0,0.0,984,10,974,0.9898373983739838,1.0,0,430,1032,497408566
ar1_rho0p9_p1000_n3000_k10_A2p5,14,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,9,1,8,0.8888888888888888,0.1,4,1,3,0.75,0.1,983,10,973,0.9898270600203459,1.0,0,431,1033,1063940538
ar1_rho0p9_p1000_n3000_k10_A2p5,15,3000,1000,ar1,0.9,10,2.5,Knockoff+,8,2,6,0.75,0.2,0.056073473461109795,0.125,52,4,48,0.9230769230769231,0.4,0,0,0,0.0,0.0,987,10,977,0.9898682877406282,1.0,8,431,1034,1993893427
ar1_rho0p9_p1000_n3000_k10_A2p5,16,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,41,5,36,0.8780487804878049,0.5,8,2,6,0.75,0.2,986,9,977,0.9908722109533469,0.9,0,435,1035,1152833301
ar1_rho0p9_p1000_n3000_k10_A2p5,17,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,17,5,12,0.7058823529411765,0.5,3,2,1,0.3333333333333333,0.2,972,10,962,0.9897119341563786,1.0,0,441,1036,476256779
ar1_rho0p9_p1000_n3000_k10_A2p5,18,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0,0,0,0.0,0.0,984,9,975,0.9908536585365854,0.9,0,433,1037,110581346
ar1_rho0p9_p1000_n3000_k10_A2p5,19,3000,1000,ar1,0.9,10,2.5,Knockoff+,9,3,6,0.6666666666666666,0.3,0.055383181726280914,0.1111111111111111,79,7,72,0.9113924050632911,0.7,8,3,5,0.625,0.3,977,10,967,0.9897645854657113,1.0,9,440,1038,1031888553
ar1_rho0p9_p1000_n3000_k10_A2p5,20,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,23,4,19,0.8260869565217391,0.4,0,0,0,0.0,0.0,980,10,970,0.9897959183673469,1.0,0,446,1039,538228480
ar1_rho0p9_p1000_n3000_k10_A2p5,21,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,59,4,55,0.9322033898305084,0.4,10,2,8,0.8,0.2,985,10,975,0.9898477157360406,1.0,0,452,1040,1090653847
ar1_rho0p9_p1000_n3000_k10_A2p5,22,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,36,5,31,0.8611111111111112,0.5,15,3,12,0.8,0.3,979,10,969,0.9897854954034729,1.0,0,449,1041,876308058
ar1_rho0p9_p1000_n3000_k10_A2p5,23,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,20,2,18,0.9,0.2,12,2,10,0.8333333333333334,0.2,981,10,971,0.9898063200815495,1.0,0,451,1042,205448318
ar1_rho0p9_p1000_n3000_k10_A2p5,24,3000,1000,ar1,0.9,10,2.5,Knockoff+,0,0,0,0.0,0.0,,,16,2,14,0.875,0.2,0,0,0,0.0,0.0,976,10,966,0.9897540983606558,1.0,0,457,1043,252716055
